Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
30,64,15.0,61,1.0,995.83,2,1,3.5,0,
35,50,4.5,3,0.0,1018.79,6,0,9.0,1,
32,60,3.5,43,1.0,1005.35,6,3,17.0,2,
17,78,10.5,71,2.0,992.32,2,0,3.5,2,
-10,86,11.0,69,2.0,999.19,0,0,1.5,0,
40,52,10.0,2,0.0,1010.31,11,3,7.5,1,
22,30,8.0,4,0.0,1027.7,10,2,6.0,0,
28,38,5.5,78,1.0,846.61,11,1,13.0,1,
42,56,7.5,10,1.0,1024.89,8,2,5.5,2,
18,69,9.0,39,1.0,1013.45,3,3,8.0,2,
24,61,9.5,4,0.0,1016.56,7,0,6.0,2,
18,60,16.0,62,1.0,990.89,1,2,5.0,2,
-4,83,37.5,72,1.0,991.22,3,0,1.0,0,
8,77,17.0,73,2.0,1014.85,8,2,3.0,1,
25,59,4.0,48,1.0,1018.44,3,0,7.0,2,
22,53,1.5,14,0.0,1010.41,11,1,7.0,0,
-14,56,14.0,71,,982.96,1,0,8.5,1,
21,37,9.0,10,1.0,1018.45,8,3,5.5,2,
32,56,12.0,35,1.0,1003.57,3,3,6.5,2,
22,106,11.0,91,1.0,1005.53,9,2,2.5,0,
16,89,3.5,93,0.0,1025.19,3,2,5.0,0,
26,59,1.5,40,1.0,1006.19,3,2,7.0,2,
27,99,13.0,77,2.0,1004.66,1,3,5.0,1,
18,38,11.0,20,2.0,892.79,7,3,1.5,2,
21,75,5.5,23,1.0,1004.22,2,1,8.0,2,
33,71,1.0,20,2.0,1004.68,1,3,7.5,2,
-7,83,8.0,77,2.0,981.4,1,0,3.5,0,
34,88,15.0,61,2.0,991.2,2,3,1.5,1,
59,88,12.5,103,1.0,1014.6,0,3,4.5,2,
11,89,18.0,70,2.0,1016.69,3,3,1.0,1,
29,96,13.0,95,2.0,1019.88,3,1,5.0,0,
40,59,10.0,17,0.0,1025.55,8,1,10.0,1,
5,20,1.0,37,,1055.06,4,1,12.0,2,
32,66,4.5,17,1.0,1014.48,1,1,7.0,1,
33,67,9.0,16,1.0,1024.5,6,1,5.5,0,
34,95,29.0,86,1.0,1002.06,5,0,2.0,1,
24,51,7.0,53,,882.48,3,2,1.0,0,
4,67,20.0,61,1.0,988.95,0,0,1.5,2,
29,34,6.0,11,0.0,1015.86,8,3,6.5,2,
-5,80,1.5,77,2.0,987.79,1,0,4.0,0,
24,41,3.5,1,0.0,1021.36,10,0,6.0,0,
34,54,3.0,3,0.0,1018.13,6,1,8.5,2,
23,67,17.5,92,2.0,997.5,0,2,4.0,1,
31,83,17.5,75,2.0,1015.19,3,3,3.5,2,
34,65,11.0,74,1.0,1013.38,3,3,3.5,1,
17,80,16.5,58,1.0,1017.52,1,1,3.0,2,
11,64,5.0,53,2.0,1005.38,0,0,3.5,0,
31,25,9.5,9,0.0,1026.9,5,3,8.0,2,
17,70,14.0,32,2.0,1000.71,2,1,6.5,1,
11,55,5.0,11,1.0,1019.15,2,3,7.0,2,
-9,87,11.5,78,2.0,999.73,0,0,1.5,2,
24,75,10.0,67,2.0,994.12,3,1,4.5,0,
32,50,1.0,25,1.0,1013.75,2,3,6.0,0,
20,69,19.5,80,1.0,997.52,0,1,1.5,1,
40,53,0.0,18,0.0,1025.22,10,0,6.5,1,
11,85,5.5,59,1.0,1007.74,0,0,3.0,0,
21,22,6.5,5,1.0,1010.7,5,1,10.0,0,
18,56,11.0,46,1.0,1012.72,2,2,6.5,2,
33,61,18.0,89,2.0,991.43,2,1,5.0,1,
6,22,4.0,74,2.0,911.37,14,3,17.5,0,
90,77,10.0,100,0.0,1022.83,13,0,8.0,0,
11,65,4.5,39,2.0,1010.86,4,3,7.5,1,
17,74,1.0,31,1.0,1018.03,3,1,6.5,2,
36,31,2.5,5,0.0,1015.88,11,0,8.5,0,
20,73,11.5,77,1.0,1009.86,7,3,4.5,1,
-6,40,7.5,79,2.0,1078.03,3,1,14.5,2,
41,108,16.5,72,2.0,998.91,9,1,2.0,0,
15,74,8.5,20,2.0,1016.99,1,0,6.0,0,
-9,89,3.5,94,2.0,986.09,1,0,2.5,0,
33,58,3.5,14,2.0,1006.58,3,1,8.0,1,
39,38,14.5,75,1.0,1045.07,1,2,14.0,0,
-4,77,1.0,92,2.0,999.02,6,0,3.0,0,
-5,61,0.5,60,2.0,993.96,1,0,4.5,2,
-1,97,8.5,57,2.0,990.34,1,0,3.0,2,
13,53,0.5,24,1.0,1017.23,2,1,7.0,0,
21,62,5.0,19,0.0,1028.38,7,1,9.5,1,
47,103,33.0,106,2.0,1005.94,12,2,7.0,2,
11,82,13.0,68,2.0,998.55,1,2,1.5,0,
29,24,6.5,3,0.0,1022.56,9,2,9.5,2,
-9,66,18.5,62,2.0,985.51,1,0,3.5,2,
-12,98,26.0,88,1.0,996.82,5,0,1.0,0,
-11,32,3.5,75,2.0,1172.42,7,1,1.0,1,
1,67,4.5,19,1.0,1124.73,12,2,15.5,2,
33,77,14.0,52,2.0,1013.24,1,0,1.5,1,
-9,21,3.0,13,2.0,865.62,8,0,16.0,1,
12,50,3.5,12,1.0,1015.19,1,1,6.5,2,
15,63,6.5,29,2.0,1019.24,2,0,6.0,1,
13,98,11.5,54,2.0,997.12,3,3,3.0,1,
22,52,9.5,39,1.0,1000.75,3,0,8.5,0,
33,52,7.0,2,0.0,1026.45,9,2,8.5,0,
21,82,7.5,50,2.0,1001.53,3,1,1.5,2,
-5,91,0.5,66,2.0,987.59,0,0,3.5,2,
-4,103,2.5,91,2.0,984.19,7,0,1.0,0,
11,61,12.0,73,,816.58,9,3,16.5,1,
42,94,37.5,90,1.0,1013.1,7,2,0.5,1,
32,77,10.0,64,2.0,1016.78,1,3,3.5,0,
-2,82,3.5,89,2.0,983.11,1,0,2.5,0,
41,71,11.0,31,,947.36,2,2,8.0,0,
2,91,2.5,51,2.0,996.72,0,0,1.5,2,
20,71,7.0,93,1.0,1016.56,1,0,3.5,2,
36,48,3.5,11,1.0,1024.92,10,3,5.5,2,
32,31,9.5,18,0.0,1021.33,5,1,8.0,1,
-10,75,9.5,75,2.0,993.18,0,0,2.5,0,
11,86,11.0,82,2.0,1001.8,1,1,1.5,1,
21,99,16.0,60,1.0,1011.58,2,0,1.0,0,
53,104,11.0,89,2.0,1005.24,14,0,9.5,1,
32,27,10.0,5,0.0,1027.41,8,3,8.0,1,
19,78,6.5,33,2.0,1004.21,1,1,8.0,0,
26,42,7.0,15,0.0,1026.06,11,3,10.0,1,
75,70,35.5,99,2.0,1019.26,5,1,6.5,2,
44,55,0.5,18,0.0,1020.67,8,3,7.0,2,
26,81,8.5,66,2.0,1005.64,1,2,1.5,1,
25,82,19.5,86,2.0,1009.16,2,1,2.0,2,
-3,64,2.0,53,2.0,983.9,1,0,1.5,0,
-11,98,33.0,91,2.0,982.39,7,0,0.5,0,
-7,74,6.5,65,2.0,996.08,1,0,1.5,2,
3,79,7.5,80,2.0,993.59,0,0,4.5,2,
23,84,19.0,74,1.0,1013.45,5,1,5.5,2,
25,102,24.5,87,1.0,996.35,10,1,3.5,1,
30,51,7.0,4,0.0,1018.49,9,2,5.5,2,
4,64,15.5,55,2.0,990.36,1,0,2.5,2,
27,49,3.0,12,0.0,1028.57,6,3,6.5,2,
48,93,5.5,75,0.0,1017.07,8,0,6.5,2,
41,32,1.5,11,0.0,1012.63,7,0,8.5,2,
-13,77,9.5,46,,912.8,6,1,15.0,0,
-8,68,5.5,80,2.0,990.74,1,0,3.0,2,
31,37,3.5,10,0.0,1017.43,10,2,8.5,0,
-5,97,6.0,51,1.0,984.17,1,0,1.5,2,
-8,87,20.0,84,2.0,996.86,1,0,3.5,2,
-5,92,10.0,68,2.0,997.53,1,0,2.5,2,
44,51,3.5,36,1.0,876.32,8,0,9.5,2,
73,105,12.0,94,0.0,1022.52,11,0,1.5,1,
14,69,14.5,16,2.0,1013.48,3,0,6.5,2,
2,68,3.0,68,1.0,993.19,0,0,3.0,2,
47,23,10.5,82,2.0,1172.49,11,1,9.5,0,
1,91,14.0,52,2.0,984.77,1,0,2.0,0,
14,60,0.0,16,1.0,1004.87,4,0,8.5,0,
39,51,2.5,15,0.0,1021.17,10,2,5.5,1,
-3,86,15.5,87,2.0,987.77,0,0,3.0,0,
20,72,36.0,102,1.0,1001.63,10,1,3.5,2,
28,56,6.5,11,0.0,1024.91,5,0,10.0,2,
25,79,7.0,63,2.0,996.44,2,1,4.0,1,
0,72,7.5,70,1.0,990.77,0,0,1.5,2,
33,61,6.5,69,2.0,1008.12,1,2,2.5,0,
43,30,4.0,19,1.0,1028.42,11,1,5.5,1,
21,53,10.0,18,0.0,1027.11,6,0,5.0,1,
3,65,19.5,78,2.0,981.31,1,0,1.5,2,
32,62,15.0,54,1.0,1014.33,3,3,1.5,1,
19,65,7.5,39,1.0,1009.88,4,2,7.0,2,
2,103,7.0,103,2.0,994.52,14,0,1.0,0,
15,51,13.0,34,2.0,1018.72,2,2,8.0,1,
41,97,27.5,101,2.0,991.49,0,2,0.5,2,
26,105,13.0,96,0.0,1014.18,10,2,6.0,2,
28,45,9.0,11,1.0,1023.95,9,2,6.0,2,
23,68,15.0,96,1.0,1009.24,0,3,2.0,2,
40,32,6.5,15,0.0,1029.8,6,3,8.5,0,
10,60,7.5,90,2.0,1125.69,13,1,18.5,1,
27,48,8.0,3,0.0,1019.05,7,1,9.0,1,
24,74,5.5,35,2.0,1005.48,4,2,6.5,2,
11,73,9.5,39,2.0,1019.63,2,1,8.0,2,
-2,70,17.0,61,2.0,981.11,1,0,2.0,0,
-22,94,24.5,75,1.0,980.89,6,0,1.5,2,
11,59,1.0,10,2.0,1014.57,1,2,7.0,1,
22,56,8.0,17,0.0,1024.09,11,1,7.0,1,
25,57,1.0,22,1.0,1013.14,4,0,6.0,0,
-5,70,1.5,59,1.0,992.91,0,0,1.5,0,
-2,87,3.5,59,2.0,998.78,1,0,2.0,2,
-10,35,11.0,84,1.0,1170.78,5,1,12.0,0,
20,27,8.5,15,0.0,1013.44,6,2,8.5,1,
1,60,18.5,71,1.0,996.93,0,0,2.5,0,
-9,93,13.5,80,2.0,984.79,0,0,2.5,2,
27,81,19.5,79,2.0,1006.48,2,3,4.0,2,
24,42,8.0,15,1.0,1013.56,8,3,10.0,1,
46,47,2.5,29,2.0,1183.59,10,3,9.0,0,
-6,77,4.0,77,2.0,986.3,0,0,4.5,2,
24,63,7.5,20,2.0,1000.2,1,0,6.0,2,
35,94,17.0,101,1.0,1000.99,12,2,10.0,2,
0,75,3.5,56,2.0,997.51,0,0,5.0,2,
-21,91,22.0,74,2.0,995.7,8,0,0.5,0,
1,96,9.0,95,2.0,990.82,1,0,3.5,2,
26,88,18.5,81,2.0,992.92,3,0,4.5,0,
30,76,14.5,20,2.0,1005.52,2,0,5.5,2,
36,55,1.0,19,0.0,1024.47,10,1,8.5,2,
-7,99,21.5,88,2.0,990.26,14,0,1.5,0,
10,67,9.5,74,2.0,1018.43,0,1,1.5,1,
30,60,13.0,87,1.0,997.88,1,0,3.0,0,
27,40,2.5,12,1.0,1013.41,7,2,8.5,2,
7,37,14.5,84,,816.07,1,1,2.0,2,
1,76,18.5,69,2.0,998.52,0,0,4.0,2,
22,97,7.5,73,2.0,1008.16,2,0,2.0,1,
41,41,4.5,10,0.0,1013.37,6,0,9.0,1,
17,72,16.0,84,2.0,998.7,2,0,4.5,1,
20,66,13.5,11,1.0,1003.52,2,2,8.0,1,
43,32,7.5,10,0.0,1014.77,7,1,9.0,0,
-10,103,37.0,80,1.0,997.31,11,0,1.0,0,
31,62,9.5,74,1.0,1012.08,1,1,4.5,1,
25,62,13.5,41,1.0,1009.99,1,1,8.5,2,
37,79,0.0,35,1.0,1185.32,10,1,12.5,0,
37,23,1.5,17,0.0,1025.11,10,0,9.5,2,
14,63,13.0,92,2.0,986.75,3,2,18.0,1,
3,95,10.0,67,2.0,988.8,1,0,4.5,2,
4,69,14.0,90,2.0,984.42,0,0,3.5,0,
28,51,11.0,62,1.0,826.57,0,3,5.5,2,
31,70,14.5,45,1.0,1016.27,4,1,7.5,2,
32,63,11.5,81,2.0,1018.15,1,1,5.0,1,
21,34,6.0,7,1.0,1015.47,9,0,8.0,0,
1,61,10.0,89,2.0,988.69,0,0,3.0,0,
24,73,14.0,38,1.0,1017.76,2,1,7.5,1,
23,74,6.0,71,1.0,1022.06,5,1,3.0,2,
42,27,8.0,13,,804.0,14,2,19.5,2,
-1,95,13.0,79,2.0,987.82,0,0,1.5,2,
29,21,3.5,5,0.0,1014.9,11,1,8.0,2,
24,88,17.5,58,2.0,1007.43,1,1,2.0,0,
19,64,13.5,87,2.0,1016.73,1,2,4.5,0,
44,42,9.0,18,1.0,1027.68,8,2,6.0,1,
31,70,9.0,12,2.0,1017.9,2,3,8.5,2,
-19,68,12.5,80,2.0,938.94,3,1,7.0,1,
25,55,8.0,14,2.0,1019.5,3,1,8.0,1,
27,49,7.5,15,0.0,1025.36,6,2,9.5,0,
-6,88,6.5,92,1.0,993.17,1,0,4.0,0,
23,58,12.0,27,1.0,1013.14,4,1,6.5,1,
49,83,0.0,71,1.0,1009.87,3,3,10.0,0,
2,85,10.5,84,2.0,999.56,1,0,4.0,0,
-1,91,2.0,91,1.0,999.65,1,0,3.0,0,
3,75,5.5,93,2.0,994.31,0,0,2.0,0,
32,53,4.5,41,2.0,1007.25,4,1,8.5,1,
4,84,1.0,78,2.0,983.64,0,0,2.5,2,
-8,61,16.5,58,2.0,986.3,0,0,2.5,0,
30,97,18.0,69,1.0,993.7,3,1,2.5,0,
-8,87,16.5,73,2.0,997.9,1,0,5.0,0,
40,97,13.0,100,2.0,1010.52,3,1,2.5,0,
17,71,19.0,74,2.0,1001.64,3,1,1.5,0,
-3,73,8.0,72,2.0,987.45,1,0,2.0,2,
25,49,2.0,71,1.0,973.42,4,2,0.0,1,
13,99,13.0,74,2.0,1010.58,3,0,1.0,1,
28,33,8.0,61,,1187.74,4,2,6.0,2,
-20,52,3.5,87,1.0,922.51,14,3,16.0,2,
22,50,4.5,41,1.0,1007.32,4,2,8.5,2,
40,21,4.5,11,0.0,1012.68,7,1,9.5,1,
4,99,8.0,79,2.0,999.79,0,0,5.0,0,
-4,62,13.5,78,2.0,993.99,1,0,3.5,0,
39,35,14.0,17,1.0,810.56,8,1,5.0,0,
42,61,0.0,17,0.0,1016.89,11,2,9.0,1,
10,98,13.0,95,1.0,1015.05,3,0,1.5,1,
33,67,13.0,32,1.0,1000.83,1,3,6.0,2,
31,50,2.0,16,0.0,1023.9,9,0,10.0,1,
-10,84,14.5,78,2.0,990.78,1,0,3.5,2,
41,66,2.0,8,1.0,1012.86,10,2,8.0,2,
0,96,1.5,88,2.0,988.22,0,0,2.5,2,
14,82,9.5,71,1.0,992.51,0,2,3.5,2,
22,68,8.0,22,2.0,1001.82,1,3,6.5,2,
-9,87,7.5,56,2.0,997.69,1,0,2.0,0,
28,80,6.0,89,2.0,1004.07,0,3,4.5,2,
-3,98,6.0,99,2.0,982.6,0,0,5.0,2,
4,80,10.5,50,2.0,982.13,1,0,2.0,2,
-3,74,16.5,87,2.0,989.04,0,0,3.5,2,
29,56,7.0,3,0.0,1010.5,11,1,5.0,1,
-3,74,10.5,105,1.0,998.87,2,0,2.5,0,
13,73,13.5,44,2.0,1013.0,1,0,8.0,0,
16,98,14.5,93,2.0,991.92,1,0,4.5,2,
24,77,6.0,77,2.0,1007.29,2,2,3.0,1,
11,59,2.0,38,1.0,1018.8,3,2,7.0,1,
21,68,5.5,15,0.0,1020.71,10,0,9.0,1,
16,77,8.0,34,2.0,1007.74,1,2,7.5,1,
19,78,10.0,38,1.0,1006.17,2,1,8.0,1,
36,36,7.5,10,0.0,1018.51,11,1,7.0,1,
17,77,7.0,59,2.0,997.83,2,2,1.5,1,
21,79,15.5,51,2.0,1000.96,2,2,3.5,1,
33,79,17.0,55,2.0,1014.11,1,1,2.5,1,
15,74,4.5,32,2.0,1007.64,1,2,7.5,0,
18,65,9.5,83,2.0,1016.84,1,2,2.5,1,
3,95,16.0,82,2.0,992.28,1,0,2.0,0,
1,70,19.5,93,2.0,995.39,0,0,3.5,0,
0,70,39.5,109,1.0,990.93,13,0,2.0,0,
27,33,8.5,0,0.0,1010.72,11,0,5.5,2,
-14,24,8.5,85,1.0,890.24,12,1,3.0,1,
26,94,8.5,91,2.0,1015.87,3,2,1.0,0,
2,100,20.5,98,2.0,998.24,5,0,0.5,0,
2,89,19.5,81,2.0,983.93,2,0,1.5,0,
-8,108,36.5,80,2.0,986.2,12,0,3.5,2,
-8,65,7.0,90,1.0,990.02,0,0,2.0,0,
24,56,14.5,11,1.0,1001.54,2,0,8.0,2,
33,98,14.0,93,2.0,996.33,2,2,4.5,2,
33,93,5.0,93,2.0,1009.61,2,2,1.5,1,
30,70,16.0,53,1.0,1004.4,1,0,4.5,1,
-1,41,3.5,12,,1126.99,10,1,6.0,1,
4,96,0.0,52,2.0,997.85,0,0,5.0,2,
-4,79,14.5,83,1.0,985.67,1,0,2.0,0,
23,33,2.5,86,,1146.4,3,0,16.5,1,
-2,83,33.0,89,2.0,988.92,13,0,1.5,2,
33,86,13.0,65,2.0,1016.84,3,0,5.0,0,
27,80,10.0,84,1.0,1008.88,13,1,10.0,1,
3,107,3.0,72,2.0,993.7,12,0,2.5,2,
16,65,12.5,27,,1146.34,8,0,15.0,0,
-9,71,10.0,84,2.0,989.79,0,0,3.0,0,
34,63,5.0,71,2.0,1004.06,3,3,3.5,1,
43,39,0.5,6,0.0,1013.52,5,1,6.0,0,
1,92,3.5,95,2.0,994.98,1,0,4.0,0,
30,29,0.5,13,1.0,1013.89,6,0,7.0,1,
36,63,5.5,17,0.0,1013.88,9,2,8.5,0,
15,69,11.5,66,2.0,1019.72,0,1,2.0,2,
38,49,4.0,0,1.0,1027.97,10,3,6.0,1,
23,37,4.0,11,0.0,1025.74,11,0,5.5,2,
28,25,5.5,78,2.0,1163.29,4,2,12.0,1,
20,76,13.5,70,2.0,990.58,0,2,4.5,0,
0,72,6.0,75,2.0,991.53,1,0,3.5,2,
-10,81,2.0,53,2.0,982.75,1,0,3.5,2,
14,78,0.5,15,1.0,1001.76,2,3,6.0,1,
0,86,19.5,61,2.0,988.05,1,0,4.5,2,
32,63,10.0,81,1.0,1016.1,2,1,5.0,2,
10,78,16.5,65,1.0,1013.08,0,3,1.5,1,
39,64,7.0,14,0.0,1010.59,10,2,9.0,0,
21,71,18.0,70,1.0,1001.17,2,0,3.5,0,
-9,66,8.0,61,2.0,994.79,1,0,2.0,2,
37,25,6.5,14,0.0,1019.93,5,0,6.5,2,
30,57,12.5,33,2.0,1002.2,1,3,7.0,0,
-6,71,17.0,94,1.0,982.37,0,0,2.5,0,
21,89,15.0,54,1.0,995.68,0,3,2.5,0,
32,67,7.5,40,2.0,1016.54,2,0,5.5,0,
20,82,11.0,99,1.0,999.98,2,3,5.0,2,
31,26,0.5,19,1.0,1017.12,6,1,5.0,1,
0,75,12.5,65,1.0,993.77,1,0,3.0,0,
32,51,7.0,11,0.0,1022.43,6,0,8.0,0,
30,79,5.0,58,2.0,1001.2,2,2,2.0,2,
55,79,8.0,92,1.0,1011.51,10,0,1.0,1,
24,94,6.5,91,1.0,990.86,0,1,2.0,0,
33,79,6.5,13,1.0,1003.69,2,1,8.5,1,
26,77,5.5,14,1.0,1010.16,1,0,8.5,2,
21,54,11.5,16,1.0,1010.3,3,0,8.0,2,
22,51,0.5,49,1.0,1001.19,1,3,9.0,0,
-6,83,15.0,88,1.0,993.8,7,0,1.0,0,
42,72,27.0,83,1.0,1011.45,1,3,8.0,2,
21,76,7.0,92,2.0,1018.18,3,1,1.0,0,
12,52,14.5,74,,941.05,14,1,16.5,0,
12,52,10.0,24,2.0,1000.66,3,0,6.5,2,
31,94,5.5,52,1.0,1008.35,0,3,1.5,2,
19,58,1.0,13,2.0,1019.71,1,2,5.5,0,
19,71,4.5,22,1.0,1001.21,3,3,6.5,1,
20,80,14.0,81,2.0,1012.53,6,1,2.5,1,
-8,99,16.0,90,2.0,987.61,0,0,3.5,0,
57,93,4.0,102,1.0,1012.19,12,0,13.0,0,
30,86,11.0,63,2.0,1016.4,1,1,5.0,0,
22,77,13.5,47,1.0,1008.99,4,3,6.0,0,
11,76,7.5,99,2.0,994.92,1,1,3.5,1,
40,53,8.5,17,0.0,1024.51,7,0,8.5,0,
34,73,2.0,41,2.0,1005.56,4,1,9.0,1,
47,41,5.0,98,2.0,978.26,14,1,19.5,1,
21,91,8.5,62,2.0,1016.56,1,2,4.5,0,
29,27,3.5,3,0.0,1010.55,6,0,5.5,1,
38,57,7.0,6,0.0,1014.62,11,3,7.0,1,
42,24,3.0,12,1.0,1023.94,6,2,6.5,2,
-6,97,20.0,63,2.0,999.09,1,0,1.5,0,
25,87,12.0,80,2.0,1016.87,2,1,1.5,2,
32,63,4.0,18,0.0,1014.64,5,1,6.0,1,
41,47,7.5,11,1.0,1023.15,9,0,8.5,2,
22,65,5.5,30,2.0,1009.09,1,2,7.5,2,
25,57,11.0,14,2.0,1010.23,1,2,6.5,1,
40,64,5.5,19,1.0,1027.39,11,0,8.5,2,
33,22,6.5,3,0.0,1022.31,10,0,7.0,0,
28,68,12.0,19,2.0,1018.34,3,1,5.5,0,
27,33,4.0,6,0.0,1020.28,11,3,9.5,0,
-6,67,16.5,92,2.0,991.21,1,0,4.0,0,
11,94,9.5,77,1.0,1013.56,0,2,3.0,0,
4,92,13.5,85,2.0,996.85,1,0,1.5,2,
16,60,4.5,48,1.0,1002.12,1,3,6.5,2,
40,49,4.5,16,0.0,1011.36,5,0,7.0,0,
12,63,2.5,16,1.0,1000.51,3,1,7.5,0,
32,42,0.0,16,0.0,1018.41,6,0,9.5,2,
3,67,18.5,93,2.0,980.05,1,0,2.5,0,
23,31,6.0,5,0.0,1026.32,11,0,6.0,0,
-7,77,6.5,73,2.0,985.62,0,0,1.5,0,
72,82,4.0,70,0.0,1015.49,7,1,5.0,0,
-10,67,9.5,94,2.0,985.76,1,0,3.0,2,
39,107,25.0,71,2.0,996.59,11,1,5.5,1,
42,40,6.0,10,0.0,1027.1,8,0,5.5,0,
2,96,10.0,50,2.0,988.94,1,0,3.5,2,
4,78,15.0,62,2.0,997.87,0,0,2.5,2,
22,64,16.0,89,1.0,1006.88,2,1,2.5,2,
29,31,9.5,18,0.0,1028.49,9,0,5.5,2,
30,81,9.5,72,2.0,1014.52,3,2,4.5,2,
34,63,13.5,89,2.0,992.12,1,0,3.0,1,
41,24,10.0,19,0.0,1027.07,7,2,9.5,1,
38,20,1.5,5,1.0,1020.81,8,2,6.0,2,
27,80,14.5,75,2.0,996.26,1,2,4.0,2,
41,26,0.5,8,1.0,1029.64,9,3,9.5,2,
30,65,11.0,29,1.0,1014.34,3,3,8.5,1,
-5,95,29.5,79,2.0,988.8,0,0,1.5,2,
34,70,13.5,93,1.0,990.02,1,0,3.0,0,
30,106,7.0,102,0.0,1012.3,10,1,8.0,0,
30,26,4.5,6,1.0,1025.13,5,1,9.0,1,
21,26,12.5,12,2.0,1008.41,2,3,19.0,2,
27,67,0.5,2,0.0,1010.91,8,1,6.5,2,
30,52,6.0,27,2.0,1013.51,1,2,8.5,1,
16,81,20.0,88,2.0,992.17,2,0,3.0,0,
22,46,9.5,17,1.0,1011.02,10,2,6.5,2,
43,37,2.5,3,0.0,1012.08,5,3,7.5,2,
-7,82,16.0,92,2.0,989.51,1,0,4.0,2,
19,62,1.0,42,2.0,1001.33,1,1,8.0,1,
42,39,4.0,19,0.0,1021.36,9,0,8.5,0,
27,37,6.5,13,0.0,1026.07,7,2,7.5,0,
14,73,5.0,84,2.0,1007.32,0,2,2.0,1,
10,94,11.5,75,2.0,1001.35,3,0,3.0,2,
19,92,15.5,72,2.0,998.75,2,0,4.5,0,
29,69,13.5,88,2.0,993.87,3,1,3.5,1,
3,59,13.0,56,1.0,1162.71,5,2,6.5,1,
24,51,10.5,37,1.0,1009.55,4,3,8.0,1,
18,70,12.5,77,1.0,1010.19,1,2,1.0,0,
10,72,6.5,64,2.0,997.32,2,0,4.5,2,
10,81,8.0,93,2.0,991.99,3,1,4.5,2,
27,35,9.5,19,0.0,1014.96,7,3,7.5,2,
25,60,1.5,16,0.0,1014.47,5,3,9.5,1,
22,48,8.5,82,1.0,1002.55,10,3,1.5,1,
36,33,0.5,16,1.0,1014.17,8,3,6.0,2,
-20,76,14.5,75,,920.48,13,2,17.5,1,
15,63,6.5,61,2.0,1015.01,3,0,1.0,2,
2,99,8.0,81,1.0,998.49,14,0,2.0,0,
34,61,5.5,19,0.0,1013.71,10,2,9.5,2,
29,57,6.0,8,0.0,1029.78,10,0,9.5,1,
3,35,2.5,23,2.0,1086.31,12,0,4.0,1,
46,100,13.0,96,1.0,1025.07,0,2,5.0,0,
-4,63,14.5,83,1.0,982.33,1,0,2.0,2,
32,31,5.5,23,,1059.6,12,1,3.0,1,
4,55,3.5,49,1.0,992.07,7,3,13.5,0,
32,56,12.5,28,1.0,1002.97,1,2,7.5,1,
34,73,4.5,92,0.0,1011.87,14,2,1.0,0,
27,99,8.0,87,2.0,1000.2,2,3,2.0,2,
-9,62,8.0,63,2.0,983.09,0,0,3.0,2,
43,86,43.0,87,2.0,991.56,8,0,1.5,0,
-7,99,1.0,51,2.0,991.85,0,0,3.0,2,
-3,61,11.5,82,1.0,999.56,0,0,3.5,2,
-7,92,7.0,85,2.0,984.28,1,0,1.5,0,
13,93,8.0,64,1.0,990.97,0,1,1.5,0,
22,63,14.5,93,2.0,997.29,0,1,3.0,2,
24,62,7.0,40,2.0,1009.39,1,1,8.5,0,
47,99,2.0,75,1.0,1021.02,7,3,4.0,0,
-11,69,14.0,52,,1094.52,4,0,9.0,1,
21,67,17.5,77,1.0,1005.65,3,3,3.5,0,
30,58,2.0,35,,1180.39,11,3,2.0,2,
21,58,4.0,36,2.0,1014.12,2,2,8.5,2,
23,75,14.5,74,2.0,1013.33,3,0,1.5,1,
28,96,15.5,71,1.0,1008.96,2,0,1.0,1,
47,77,2.5,81,0.0,1026.25,0,0,11.0,2,
41,83,1.5,88,0.0,1015.85,4,2,3.0,0,
4,79,10.0,57,2.0,992.88,0,0,1.5,0,
34,63,7.0,77,2.0,997.25,1,1,3.5,0,
10,94,14.0,62,2.0,996.24,3,2,4.0,0,
33,22,8.5,15,0.0,1020.11,11,2,6.0,0,
47,104,11.0,96,1.0,1006.42,0,3,9.0,2,
34,86,11.0,90,2.0,1014.39,0,0,4.0,1,
3,81,7.0,76,2.0,995.79,1,0,2.5,0,
35,29,0.0,3,0.0,1021.91,7,0,9.5,0,
23,55,13.0,40,1.0,1000.59,2,0,7.0,1,
-13,82,5.0,109,1.0,987.16,14,0,1.5,0,
-2,67,5.0,55,2.0,981.36,1,0,2.0,2,
-4,80,8.0,84,2.0,990.41,0,0,3.5,2,
10,49,2.5,63,1.0,1090.76,5,3,11.5,1,
21,65,10.0,32,1.0,1010.16,2,2,7.0,0,
-8,84,19.5,89,2.0,985.27,1,0,3.5,2,
12,72,8.5,92,2.0,1017.44,1,1,2.5,2,
19,88,13.0,79,2.0,995.25,1,1,4.0,1,
30,73,17.5,52,2.0,995.78,1,2,1.0,2,
31,63,7.5,9,0.0,1020.02,8,2,6.5,2,
4,91,17.5,85,2.0,985.71,1,0,3.5,2,
90,74,0.0,95,0.0,1022.11,14,1,2.0,1,
22,66,2.0,7,0.0,1010.03,5,0,6.5,1,
24,68,0.5,26,2.0,1013.91,2,1,7.0,0,
31,65,7.0,82,1.0,995.05,0,2,2.0,1,
13,92,18.0,70,2.0,1008.62,1,2,2.0,1,
21,96,16.0,56,1.0,1019.2,2,2,2.5,2,
